ID,image_url,Original_Post,Topic_ID_Reg,Keywords_Regular_Topic,Topic_Name_Regular,Topic_ID_Enr,Keywords_Enriched_Topic,Topic_Name_Enriched
D691,https://pbs.twimg.com/media/HCYqJTKbwAAaV5J.jpg,A photo showing a road leading into the Beirut International Airport damaged from the earlier IAF airstrike.,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace",11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security
D693,https://pbs.twimg.com/media/HCXqRiQWkAET5jj.jpg,The road leading to Beirut International Airport has been damaged as a result of the Israeli strikes earlier tonight.,2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace"
D696,https://pbs.twimg.com/media/HCeWy8FWkAAkEM-.jpg,الحمدالله رد الظلم عملیاتو کې تردې مهاله پاکستاني ملېشو ته اوښتي زیانونه. ردالظلم,28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy,26,"navy, iris, sunk, class, ships, iranian, naval, forces, ship, gulf",Iranian Naval Forces & Ship Incidents
D699,https://pbs.twimg.com/media/HCPf2lnaUAAi0So.jpg,"But Naaman was wroth, and went away, and said, Behold, I thought, He will surely come out to me, and stand, and call on the name of the LORD his God, and strike his hand over the place, and recover the leper. Are not Abana and Pharpar, rivers of Damascus, better than all",0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D706,https://pbs.twimg.com/media/HCevuXbaoAAj184.png,سافر براحة أكبر مع Almatar واستفد من كوبون خصم المطار . كampx624د خampx635م تطبىق_المampx637ار,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace",31,"discount, المطار, valid, hotels, app, travel, flights, عبر, promotional, code",Travel Discounts & Flight Apps
D718,https://pbs.twimg.com/media/HCRuntIbEAE1E4N.png,Airalo_Almatar_ كودخصم المطارالامطارايرالوايرالوتخفيضيعجبكققويففعاالالمسافرR11esim,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace",31,"discount, المطار, valid, hotels, app, travel, flights, عبر, promotional, code",Travel Discounts & Flight Apps
D723,https://pbs.twimg.com/media/HCepkK2WQAAPfTW.jpg,يسبب هذا النوع الرخيص استنزافا للدفاعات الجوية,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security
D725,https://pbs.twimg.com/media/HCemj_0WwAAXfnG.jpg,الرياض الثقة أساس التعامل انجاز سكليف رسمي الدكتور_فهيد_العجمي النصر_الاتحاد السعودية_تساند_سوريا معرض_الدفاع_العالمي_2026 معا_نتقدم المملكة_العربية_السعودية عسكري مدني عينك تاريخ قديم من 2سنة 30يوم في صحتي رسمية ونضامية للتواصل,28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D732,https://pbs.twimg.com/media/HCYET-2aAAIzC2N.jpg,BREAKING Drone warning issued in the occupied Syrian Golan as air defense alerts activate amid ongoing regional escalation. BreakingNews GolanHeights Syria Israel DroneAlert MiddleEast,11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security,8,"airspace, flights, airlines, closed, closure, flight, syrian, dubai, emirates, airport","Aviation, Flight Disruptions & Airspace"
D74,https://pbs.twimg.com/media/HCcpOYPaUAAo17j.jpg,"The USA now must recognize the independence of greater Kurdistan and United Balochistan from Iranian occupation to deprive Iran from oil and sea ports and make the strait of Hormuz completely secure and with assistance from Al Ahwaz, Baloch and Kurdish people.",20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D745,https://pbs.twimg.com/media/HCNAglDXwAAT-KX.jpg,"DAKAR, Feb 27 Reuters The U.S. has lifted sanctions targeting three senior Malian officials for their relationship with Russias mercenary group Wagner, according to a notification from the Treasury Department.",28,"saudi, arabia, condemns, attack, prince, qatar, kuwait, strongly, crown, foreign",GCC Condemnations & Saudi Foreign Policy,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D746,https://pbs.twimg.com/media/HCesykqXgAAZ4Ei.png,TaskForce PressePresidentielle CommunicationPrésidentielle FatshiBéton LaCourDuPrésident Communication CabinetduPresident RéseauxSociaux Mobilisation DRCMilitary Watch_FARDC FARDC Wazalendo WazalendoNumerique GR MaisonMilitaire Sécurité RDC DRC EN FRANCAIS SANCTIONS CONTRE LE RWANDA WASHINGTON PASSE À LACTION via,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks
D751,https://pbs.twimg.com/media/HCevsjnbwAA2AOH.jpg,"Like Iran, US Had Led Regime Change In Iraq amp Libya Too Did It Prove To Be Their Greatest Chanc... News18 Shared Via InSnaps App News18 Civil Conflict Iran Led Regime Change",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,20,"activists, people, rights, iran, human, protesters, regime, organization, war, cia",Human Rights Advocacy & Iranian Protest Groups
D773,https://pbs.twimg.com/media/HCTZakHWQAAqRCo.jpg,"In todays world as of early 2026 were seeing a rise in active conflicts compared to earlier decades, with ongoing major wars like RussiaUkraine, Sudans civil war spilling over borders, and tensions in the Middle East ,The question is isnt that smoke causing climatechange",25,"world, war, places, capitalism, cause, worst, military, united, mentions, predicted",Global War Theories & Anti-Capitalism & Ideological Discourse,15,"united, jordan, yemen, bahrain, kuwait, qatar, conflict, war, arab, arabia","  Arab State Alliances & Regional Geopolitics   (Jordan, Yemen, Gulf)"
D778,https://pbs.twimg.com/media/HCTTA_WWAAAiR-Z.jpg,COMING UP Drone attacks intensify in Sudans civil war Tune into TheWeekendView NOW on for more on this and other SABCNews top stories,11,"drone, port, oman, duqm, tanker, fuel, tanura, drones, ras, near",Maritime Drone Attacks & Port Security,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues
D800,https://pbs.twimg.com/media/HCewFt8WUAAIgtQ.jpg,اطمنوا.. الأكل والشرب تحت السيطرة حكومتنا سابقة الحـ.ـروب بخطوتين الموقع_مكانك_الأول_للخبر الحكومة,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues
D802,https://pbs.twimg.com/media/HCeoY65XwAIu11G.jpg,لا_تصور_لا_تنشر_خلك_واعي التصوير_يخدم_العدو في الظروف الحساسة أي صورة .. أي مقطع .. أي موقع قد يستغل بطرق تضر وطنك بدون ما تشعر. كن واعي لا تساهم في نشر معلومات ميدانية ولا تصور مواقع أو تحركات أو أحداث رسمية. للمعلومات الصحيحة تابع فقط المصادر الرسمية حساب وزارة الدفاع حساب وزارة الداخلية حساب وزارة الخارجية اللهم احفظ بلادنا وأدم عليها الأمن والأمان الله_ثم_المليك_والوطن الرياض,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D809,https://pbs.twimg.com/media/HCenrRjW4AANeZB.jpg,حرس_الحدود احرص على البقاء بعيدا عن مجرى السيول والأودية أثناء هطول الأمطار.,24,"evacuation, lebanon, southern, villages, towns, idf, jbeil, bint, tyre, residents",Southern Lebanon Evacuations & IDF Operations,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D817,https://pbs.twimg.com/media/HCesPK5XEAEwzbZ.jpg,صوت_الأمة مؤشر مرصد الأزهر لشهر فبراير 2026 غرب إفريقيا يواجه تغيرا خطيرا في تكتيكات العنف,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D819,https://pbs.twimg.com/media/HCeNxKgWUAA3WNM.jpg,", a research associate from the Centre for Risk Analysis, says that the bigger BRICS has become the less relevant its also becoming... Especially since there are no deals that have ever been signed. No economic deal, no trade deal, no travel deal and more importantly, no military deal. CRA clients get exclusive analysis on geopolitical developments in our latest briefings. Contact us",7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
D820,https://pbs.twimg.com/media/HCevg8jWIAA97_V.png,gt No foreign interventions gt No foreign wars gt No long and stupid wars gt No ground forces WE ARE HERE gt No largescale ground invasion gt No extended occupation and nationbuilding gt No permanent bases,25,"world, war, places, capitalism, cause, worst, military, united, mentions, predicted",Global War Theories & Anti-Capitalism & Ideological Discourse,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D860,https://pbs.twimg.com/media/HCayrRkXEAk6_bk.jpg,Mind you i asked this question back in 625 Realistic Window If damage is severe at Fordow 918 months minimum Possibly longer if Secondary sabotage occurs IAEA monitoring resumes Sanctions restrict parts supply New underground relocation is attempted,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading,23,"natanz, nuclear, facility, enrichment, site, hit, irans, damage, complex, atomic",Natanz Nuclear Facility & Enrichment
D862,https://pbs.twimg.com/media/HCPHkTpagAA4yG5.jpg,સમકનડકટર કષતર આ ત મતર શરઆત છ SemiconRevolution,32,"rare, earth, metals, portfolio, gld, strategic, chart, futures, market, exposure",Rare Earth Metals & Strategic Portfolios,27,"learning, google, real, technology, agents, autonomous, youre, intelligence, using, human","AI, Google & Technology Development"
D863,https://pbs.twimg.com/media/HCQ_aUOb0AAekhB.jpg,"While the entire world is talking about WorldWar3 about to happen, Iran Israel war, Afghanistan Pakistan war and entire middle East in trouble, Modi ji is talking about semi conductor development in India. Accept it we are lucky to have Modi ji as PM who is keeping India safe",25,"world, war, places, capitalism, cause, worst, military, united, mentions, predicted",Global War Theories & Anti-Capitalism & Ideological Discourse,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise
D869,https://pbs.twimg.com/media/HCPGfjPbMAA2Ipw.jpg,ચપ મનયફકચરગથ આયત પરન નરભરત ઘટશ. SemiconRevolution,27,"learning, google, real, technology, agents, autonomous, youre, intelligence, using, human","AI, Google & Technology Development",32,"rare, earth, metals, portfolio, gld, strategic, chart, futures, market, exposure",Rare Earth Metals & Strategic Portfolios
D870,https://pbs.twimg.com/media/HCNHTXGa0AAEc9K.png,1 Year of LipBu Tan The semiconductor market is heading Intels way,18,"bitcoin, crypto, btc, price, chart, gold, market, showing, fear, stack",Bitcoin & Cryptocurrency Market,27,"learning, google, real, technology, agents, autonomous, youre, intelligence, using, human","AI, Google & Technology Development"
D877,https://pbs.twimg.com/media/HCZbSL3aYAA0n6F.jpg,"TSMC 2025 overseas update Arizona fab swings to profit with U.S. big techs like NVIDIA and Apple lining up, but China fabsNanjing amp Shanghaistill the real cash cows, raking in NT39.2B on mature 1628 nm lines. More",32,"rare, earth, metals, portfolio, gld, strategic, chart, futures, market, exposure",Rare Earth Metals & Strategic Portfolios,12,"gold, price, xauusd, chart, rally, spot, dollar, market, silver, central",Gold & Precious Metals Market Analysis
D901,https://pbs.twimg.com/media/HCVIUY-WgAAyvPo.jpg,Soon you will run out of patriot amp THAAD missiles. And the U.S. arms manufacturers cant produce enough missiles for you because they dont have rare earth metals.,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes,26,"navy, iris, sunk, class, ships, iranian, naval, forces, ship, gulf",Iranian Naval Forces & Ship Incidents
D902,https://pbs.twimg.com/media/HCVwzUya0AAazzU.jpg,"The U.S. military soon will run out of munitions, and they cannot restock them because they dont have enough rare earth metals.",26,"navy, iris, sunk, class, ships, iranian, naval, forces, ship, gulf",Iranian Naval Forces & Ship Incidents,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D913,https://pbs.twimg.com/media/HCU6U8fbMAE4UMk.jpg,"You fool Without Chinas rare earth metals, your military would run out of ammunition in weeks. And Elon Musks Tesla, SpaceX, OpenAIs data centers..and Ford car manufacturing all would be in trouble.",26,"navy, iris, sunk, class, ships, iranian, naval, forces, ship, gulf",Iranian Naval Forces & Ship Incidents,32,"rare, earth, metals, portfolio, gld, strategic, chart, futures, market, exposure",Rare Earth Metals & Strategic Portfolios
D918,https://pbs.twimg.com/media/HCYpzTvWoAArvG1.jpg,You guys suck not a single one of my tweets has gotten two likes in like forever,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
D919,https://pbs.twimg.com/media/HCXVzG9X0AEXOO5.jpg,i think bad stuff is bad and good stuff is good,25,"world, war, places, capitalism, cause, worst, military, united, mentions, predicted",Global War Theories & Anti-Capitalism & Ideological Discourse,27,"learning, google, real, technology, agents, autonomous, youre, intelligence, using, human","AI, Google & Technology Development"
D92,https://pbs.twimg.com/media/HCbdBX7agAAEOEc.jpg,"BTC falls below 64k amid escalating tensions in the Middle East. Over 193M in leveraged longs wiped out in just one hour as volatility explodes. Israel launches strikes on Iran, with explosions reported in Tehran. Donald Trump also confirms major U.S. combat operations in coordination with Israel.",2,"lebanon, hezbollah, lebanese, israel, israeli, southern, rocket, beirut, northern, haifa",Lebanon Border & Hezbollah Conflict,34,"dome, iron, arrow, interceptions, missiles, israel, range, missile, weapon, defense",Israel Missile Defense (Iron Dome/Arrow)
D928,https://pbs.twimg.com/media/HCdyfdMaUAALGa2.jpg,ตอนนแอคเคาทตดเหลอง อาจจะตด ถเกนไป แอดมนจะทยอยอพรปอารกตกใหนะคะ ㅜㅡㅜ เพอน ๆ อยาลมเชกกนดวยนะคะ เยนนเราจะไดเทรนดกนอยางสบายใจ,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,21,"cyber, cybersecurity, cyberwarfare, website, israeli, attack, infrastructure, internet, phishing, pakistan",Cyberwarfare & Infrastructure Attacks
D929,https://pbs.twimg.com/media/HCVfHkpaQAA1jJQ.jpg,In your dream China will buy oil from Russia through the Northern Sea route,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D936,https://pbs.twimg.com/media/HCZRUqQaMAAt_Uj.jpg,Russia Commits 2bn To Expand Northern Sea Route Read Here,6,"ukraine, russia, putin, russian, winter, zelensky, february, territory, talks, peace",Russia-Ukraine War & Peace Talks,36,"jamming, gps, spoofing, interference, map, magic, eastern, anomaly, hack, new",GPS Jamming & Spoofing Anomalies
D945,https://pbs.twimg.com/media/HCetdRXbsAA1GkG.jpg,China paina impact. Next Greenland undachu maxi....,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices
D946,https://pbs.twimg.com/media/HCZwNPeXgAAoQ-O.jpg,"Headlines inform us of attacks, counterattacks, and assassinations, but wheres politics in all of this How should we respond to justified or unjustified breaches of sovereignty BattleFest North well be discussing From Greenland to Brexit Britain Does sovereignty still matter W Joan Kennedy of 070326Manchester",-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,7,"water, nile, theme, climate, ethiopia, cooperation, eritrea, sea, autonomy, partnerships",Regional Cooperation & Nile Water Issues
D947,https://pbs.twimg.com/media/HCPjUUWakAAaXON.jpg,"The only politician with enough balls left to call out these two rogue regimes in all of the EU a European Union so weak that after being threatened invasion by Trump Greenland just a few weeks ago, now trip over themselves to kiss his ass over this new blatant infraction of the socalled international law that could well lead us to WW3. Disgusting.",4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran,6,"ukraine, russia, putin, russian, winter, zelensky, february, territory, talks, peace",Russia-Ukraine War & Peace Talks
D956,https://pbs.twimg.com/media/HCewPMQXcAA4YCx.png,а это точно МАГАизоляционизм и продолжение доктрины Монро,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,4,"trump, president, donald, iran, war, military, america, congress, trumps, attack",US Politics & Trump's Stance on Iran
D965,https://pbs.twimg.com/media/HCcnPyta8AAd0qc.jpg,"6 Americans now confirmed killed in Israels war with Iran. Reminder that Netanyahus son is sunning himself in Miami, where he lives.",33,"killed, bombing, service, members, centcom, barracks, american, marine, beirut, marines",US Military Casualties & Beirut Bombing Memorials,9,"khamenei, killed, leader, supreme, ali, ayatollah, death, reports, khameneis, israeli",Rumors & Reports on Khamenei's Health/Death
D979,https://pbs.twimg.com/media/HCerXd2acAA77LI.jpg,"Gas prices are surging as Middle East tensions escalate. Shipping via the Strait of Hormuz is at a standstill, and Iranian strikes have halted Qatars Ras Laffan LNG output. With Qatar supplying 20 of global LNG, major Asian importers face risk, disrupting global supply chains.",10,"oil, crude, prices, brent, price, chart, wti, usoil, barrel, spike",Global Crude Oil Market & Prices,5,"hormuz, strait, oil, global, traffic, lng, gulf, energy, map, persian",Global Energy & Strait of Hormuz
D574,https://pbs.twimg.com/media/HCelp3xasAApz80.jpg,بچه ها شماره اطلاعات چنده یه مورد B2 رو همین الان با رادارم شکار کردم میخوام گزارش بدم.,36,"jamming, gps, spoofing, interference, map, magic, eastern, anomaly, hack, new",GPS Jamming & Spoofing Anomalies,14,"lincoln, abraham, uss, carrier, aircraft, missiles, strike, ballistic, irgc, group",USS Abraham Lincoln Carrier Group & Strikes
D836,https://pbs.twimg.com/media/HCc12v4bUAEti2b.jpg,الحرب ليست فقط على أو إيران الحرب اليوم أساسها هيمنة امريكا على العالم بفعل تهديد الـ Petroyuan للـ Petrodollar تهديد CIPS لـ SWIFT من يتذكر تصريح روبيو قبل شهر تقريبا أمريكا مهددة بفقدان سلاح العقوبات الماليه خلال 5 سنوات لذا وجب السيطرة على الرياض_الان الامارات,-1,Outlier/Unclassified (Noise),Outlier/Unclassified Noise,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran
D837,https://pbs.twimg.com/media/HCexBsIW8AAU2Y7.jpg,Small amounts less grow Drop lD less follow you,30,"gdp, growth, economy, saudi, economic, trillion, arabias, dubai, arabia, billion",Saudi Arabia & Dubai Economic Growth,18,"bitcoin, crypto, btc, price, chart, gold, market, showing, fear, stack",Bitcoin & Cryptocurrency Market
D842,https://pbs.twimg.com/media/HCesIuJXMAAaa8c.jpg,9nRxiw2wJmNWwAeD8s7AkBAh7V6p8epEiKAJNdtutoRX done,0,"free, khamenei, على, fuck, love, allah, want, ردالظلم, comments, iran",Anti-Regime Sentiment   & Protests In Iran,31,"discount, المطار, valid, hotels, app, travel, flights, عبر, promotional, code",Travel Discounts & Flight Apps
D844,https://pbs.twimg.com/media/HCevRUAWMAAVaR7.jpg,Doesnt work this time. 27 positive approval rating. You have already lost and You know it.,18,"bitcoin, crypto, btc, price, chart, gold, market, showing, fear, stack",Bitcoin & Cryptocurrency Market,19,"openai, pentagon, anthropic, deal, chatgpt, quitgpt, altman, surveillance, models, deploy",Financial Markets & Stock Trading
D865,https://pbs.twimg.com/media/HCPGfjPbMAA2Ipw.jpg,સમકનડકટર ઉદયગમ આ શરઆત લબ દડન સકત આપ છ. SemiconRevolution,27,"learning, google, real, technology, agents, autonomous, youre, intelligence, using, human","AI, Google & Technology Development",32,"rare, earth, metals, portfolio, gld, strategic, chart, futures, market, exposure",Rare Earth Metals & Strategic Portfolios
